Country,Site,latitude_longitude,ServiceLine,Baseline,DeliveryType
India,Mumbai EC,"19.030029,72.861308",FM management & administration,19319.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Employee Convenience Services,9723.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Grounds Maintenance,27546.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,9671.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,9671.00,Self Delivery
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,8851.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",Employee Convenience Services,10368.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",FM management & administration,25205.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,25139.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,25139.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,23762.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Grounds Maintenance,23762.00,Self Delivery
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,25891.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Employee Convenience Services,8674.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,25123.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Building Fabric,1914.24,Self Delivery
Australia,South Wharf,"-37.824997,144.951999",Employee Convenience Services,9530.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,25089.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,12937.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",Grounds Maintenance,25852.00,Self Delivery
India,Baddi,"30.957826,76.791356",M&E Equipment,1891.04,Subcontract
Singapore,Jurong,"1.364434,103.775263",Grounds Maintenance,27494.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Employee Convenience Services,8539.00,Self Delivery
India,Baddi,"30.957826,76.791356",Catering,1886.00,Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,11642.00,Self Delivery
India,Baddi,"30.957826,76.791356",Grounds Maintenance,8729.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Employee Convenience Services,9516.00,Self Delivery
Australia,Claremont,"-31.981633,115.781288",FM management & administration,27327.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,27327.00,Self Delivery
India,Baddi,"30.957826,76.791356",Employee Convenience Services,9383.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",Grounds Maintenance,26503.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Employee Convenience Services,9800.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,26948.00,Self Delivery
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,30682.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Security,1848.59,Subcontract
Australia,Claremont,"-31.981633,115.781288",Employee Convenience Services,8028.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,12854.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",Employee Convenience Services,8328.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Grounds Maintenance,24125.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,12877.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",Document Management,8008.00,Self Delivery
Australia,Claremont,"-31.981633,115.781288",Employee Convenience Services,10369.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,13808.00,Self Delivery
India,Baddi,"30.957826,76.791356",Business Continuity & DR,1803.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",FM management & administration,30627.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Employee Convenience Services,9415.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,28154.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Grounds Maintenance,28154.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",Catering,1788.00,Subcontract
Australia,Claremont,"-31.981633,115.781288",FM management & administration,20496.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,20496.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,20496.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Catering,1780.00,Subcontract
Australia,Claremont,"-31.981633,115.781288","E, H, S & Q, compliance",9164.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,12257.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,16011.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,16025.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,16025.00,Self Delivery
Australia,South Wharf,"-37.824997,144.951999",Employee Convenience Services,8090.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,23957.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Employee Convenience Services,9282.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Grounds Maintenance,29510.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",Security,1728.57,Subcontract
Singapore,Jurong,"1.364434,103.775263",Employee Convenience Services,10237.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",FM management & administration,25671.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,15678.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Grounds Maintenance,15678.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",FM management & administration,8022.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Employee Convenience Services,8707.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",Catering,1691.00,Subcontract
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,26776.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Grounds Maintenance,26776.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,29844.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",Building Fabric,1656.28,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,16280.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",FM management & administration,21262.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Employee Convenience Services,9537.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",FM management & administration,15092.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524","E, H, S & Q, compliance",10305.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,7953.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",Employee Convenience Services,8788.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",FM management & administration,24570.00,Self Delivery
Australia,Claremont,"-31.981633,115.781288",FM management & administration,18047.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,18047.00,Self Delivery
Australia,Claremont,"-31.981633,115.781288",Building Fabric,1607.96,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,14472.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",Grounds Maintenance,24549.00,Self Delivery
India,Baddi,"30.957826,76.791356",Catering,1598.00,Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,23811.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",Catering,1585.00,Subcontract
Singapore,Jurong,"1.364434,103.775263",Security,1581.90,Subcontract
Australia,South Wharf,"-37.824997,144.951999","E, H, S & Q, compliance",9752.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,29761.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Grounds Maintenance,30211.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",Catering,1546.00,Subcontract
Australia,Scoresby,"-37.898567,145.230362",Employee Convenience Services,10347.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Grounds Maintenance,25050.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Employee Convenience Services,10309.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Grounds Maintenance,28373.00,Self Delivery
Australia,Claremont,"-31.981633,115.781288",FM management & administration,8872.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,8872.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",Catering,1524.00,Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Catering,1508.00,Subcontract
Australia,Claremont,"-31.981633,115.781288",FM management & administration,20353.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,20353.00,Self Delivery
Australia,South Wharf,"-37.824997,144.951999",Grounds Maintenance,24582.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",Catering,1498.00,Subcontract
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,12491.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Grounds Maintenance,12491.00,Self Delivery
India,Baddi,"30.957826,76.791356",Document Management,7612.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,23295.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Employee Convenience Services,9938.00,Self Delivery
India,Baddi,"30.957826,76.791356",FM management & administration,25424.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,26093.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Fire and Security Equipment,1459.44,Subcontract
India,Mumbai EC,"19.030029,72.861308",FM management & administration,16126.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Employee Convenience Services,9988.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Catering,1454.82,Subcontract
Australia,South Wharf,"-37.824997,144.951999",Employee Convenience Services,10299.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Grounds Maintenance,13570.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",M&E Equipment,1436.37,Subcontract
Singapore,Jurong,"1.364434,103.775263",Employee Convenience Services,8844.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",FM management & administration,19756.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,23732.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Fire and Security Equipment,1433.75,Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Employee Convenience Services,8917.00,Self Delivery
India,Baddi,"30.957826,76.791356",FM management & administration,29284.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,28352.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861","E, H, S & Q, compliance",8268.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Grounds Maintenance,21803.00,Self Delivery
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,24026.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Catering,1395.00,Subcontract
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,12708.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",FM management & administration,9508.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Employee Convenience Services,9439.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Catering,1371.00,Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,14817.00,Self Delivery
India,Baddi,"30.957826,76.791356",Grounds Maintenance,23982.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Employee Convenience Services,9093.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,29933.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",M&E Equipment,1360.44,Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,15265.00,Self Delivery
Australia,South Wharf,"-37.824997,144.951999",Grounds Maintenance,16024.00,Self Delivery
India,Baddi,"30.957826,76.791356",Cleaning,1353.86,Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Employee Convenience Services,8726.00,Self Delivery
Australia,South Wharf,"-37.824997,144.951999",Employee Convenience Services,8328.00,Self Delivery
India,Baddi,"30.957826,76.791356",FM management & administration,23858.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,11680.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,30796.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,21730.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Catering,1332.00,Subcontract
Australia,Claremont,"-31.981633,115.781288",Catering,1329.00,Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Cleaning,1328.80,Subcontract
Australia,Scoresby,"-37.898567,145.230362",Document Management,7612.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Grounds Maintenance,15570.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",Building Fabric,1294.00,Self Delivery
India,Baddi,"30.957826,76.791356",Grounds Maintenance,10799.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332","E, H, S & Q, compliance",10187.00,Self Delivery
Australia,Claremont,"-31.981633,115.781288",Document Management,9318.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,20900.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Grounds Maintenance,27122.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Grounds Maintenance,31102.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,26879.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,24467.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Grounds Maintenance,24467.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",Employee Convenience Services,8911.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",FM management & administration,7599.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",Grounds Maintenance,1263.40,Self Delivery
Australia,Claremont,"-31.981633,115.781288",FM management & administration,29891.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,29891.00,Self Delivery
India,Baddi,"30.957826,76.791356",Employee Convenience Services,9010.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",Grounds Maintenance,25971.00,Self Delivery
Australia,South Wharf,"-37.824997,144.951999",Grounds Maintenance,18588.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",M&E Equipment,1231.79,Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Catering,1227.00,Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,26675.00,Self Delivery
Australia,Claremont,"-31.981633,115.781288",FM management & administration,10539.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Employee Convenience Services,9361.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,18356.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,10539.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",Employee Convenience Services,9259.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,26794.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Security,1198.94,Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Employee Convenience Services,7232.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,19784.00,Self Delivery
Australia,Claremont,"-31.981633,115.781288",Catering,1189.00,Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Catering,1181.00,Subcontract
Australia,Claremont,"-31.981633,115.781288",Grounds Maintenance,16940.00,Self Delivery
Australia,Claremont,"-31.981633,115.781288",Grounds Maintenance,12248.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,16940.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,12248.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,24687.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",M&E Equipment,1178.52,Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Employee Convenience Services,9297.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,28113.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Business Continuity & DR,1171.00,Self Delivery
Australia,Claremont,"-31.981633,115.781288",FM management & administration,18172.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,18172.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",Cleaning,1156.80,Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,7158.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Document Management,7242.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",Employee Convenience Services,9163.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",FM management & administration,7861.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Grounds Maintenance,26021.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",Grounds Maintenance,30589.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Employee Convenience Services,7898.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Cleaning,1131.85,Subcontract
India,Baddi,"30.957826,76.791356",FM management & administration,1129.10,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,18253.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Grounds Maintenance,18253.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Employee Convenience Services,9466.00,Self Delivery
India,Baddi,"30.957826,76.791356",FM management & administration,21232.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",Catering,1107.33,Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Grounds Maintenance,28358.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Catering,1093.00,Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Catering,1090.00,Subcontract
Singapore,Jurong,"1.364434,103.775263",Catering,1072.00,Subcontract
India,Baddi,"30.957826,76.791356",Building Fabric,19055.85,Self Delivery
India,Mumbai EC,"19.030029,72.861308",Employee Convenience Services,8567.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",Grounds Maintenance,16006.00,Self Delivery
Australia,South Wharf,"-37.824997,144.951999",Building Fabric,1048.05,Self Delivery
Singapore,Jurong,"1.364434,103.775263",Catering,1047.12,Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Document Management,8353.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,23372.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,28805.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Building Fabric,1024.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",FM management & administration,26899.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Employee Convenience Services,8023.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,26872.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,26872.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Grounds Maintenance,14988.00,Self Delivery
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,8976.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",Grounds Maintenance,16381.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Employee Convenience Services,8624.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,30821.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,30821.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,22595.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Grounds Maintenance,22595.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,18306.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,8307.00,Self Delivery
India,Baddi,"30.957826,76.791356",Employee Convenience Services,955.67,Self Delivery
Singapore,Jurong,"1.364434,103.775263",Grounds Maintenance,19387.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Employee Convenience Services,9448.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,28056.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",Grounds Maintenance,21057.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Grounds Maintenance,14514.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,14514.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",FM management & administration,13792.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Employee Convenience Services,9857.00,Self Delivery
Australia,South Wharf,"-37.824997,144.951999",Grounds Maintenance,14364.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",M&E Equipment,901.75,Subcontract
Australia,Claremont,"-31.981633,115.781288",Employee Convenience Services,9546.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,24077.00,Self Delivery
India,Baddi,"30.957826,76.791356","E, H, S & Q, compliance",8923.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",FM management & administration,18225.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,22508.00,Self Delivery
Australia,Claremont,"-31.981633,115.781288","E, H, S & Q, compliance",7831.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,28128.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,7040.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,7040.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Grounds Maintenance,12872.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,12872.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Grounds Maintenance,10178.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",Cleaning,849.48,Subcontract
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,27680.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Employee Convenience Services,7934.00,Self Delivery
India,Baddi,"30.957826,76.791356",FM management & administration,8418.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",M&E Equipment,830.78,Subcontract
Australia,Scoresby,"-37.898567,145.230362","E, H, S & Q, compliance",9825.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Grounds Maintenance,27944.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,19266.00,Self Delivery
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,7479.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Grounds Maintenance,19415.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Grounds Maintenance,11293.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,11293.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",Employee Convenience Services,7602.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,26642.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332","Meetings, Communications, Events",794.60,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,6801.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,19113.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Grounds Maintenance,6801.00,Self Delivery
India,Baddi,"30.957826,76.791356",Building Fabric,787.54,Self Delivery
Australia,Scoresby,"-37.898567,145.230362",Employee Convenience Services,9599.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",FM management & administration,29734.00,Self Delivery
India,Baddi,"30.957826,76.791356",Grounds Maintenance,8751.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Employee Convenience Services,7364.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,7108.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",M&E Equipment,768.19,Subcontract
Australia,Claremont,"-31.981633,115.781288",FM management & administration,15397.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",FM management & administration,15397.00,Self Delivery
India,Baddi,"30.957826,76.791356",Grounds Maintenance,12080.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Employee Convenience Services,7256.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861","E, H, S & Q, compliance",7003.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Grounds Maintenance,14665.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Reprographics & Stationery,751.40,Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Grounds Maintenance,19602.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Catering,743.24,Subcontract
Australia,Ringwood,"-37.814262,145.227386",Grounds Maintenance,25216.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",FM management & administration,25216.00,Self Delivery
Australia,Dandenong VDC,"-37.98746,145.214861",Grounds Maintenance,7451.00,Self Delivery
Australia,Claremont,"-31.981633,115.781288",FM management & administration,14711.00,Self Delivery
India,Baddi,"30.957826,76.791356",FM management & administration,7636.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308","E, H, S & Q, compliance",9394.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",Grounds Maintenance,9045.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Employee Convenience Services,8863.00,Self Delivery
Singapore,Jurong,"1.364434,103.775263",Grounds Maintenance,14711.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308","E, H, S & Q, compliance",8099.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",Grounds Maintenance,14180.00,Self Delivery
Australia,Scoresby,"-37.898567,145.230362","E, H, S & Q, compliance",8783.00,Self Delivery
New Zealand,Auckland DC,"-36.84846,174.763332",Grounds Maintenance,14368.00,Self Delivery
India,Mumbai EC,"19.030029,72.861308",Document Management,4866.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Grounds Maintenance,26575.00,Self Delivery
Australia,Port Melbourne,"-37.836926,144.94455",Grounds Maintenance,23229.00,Self Delivery
Australia,Ringwood,"-37.814262,145.227386",Document Management,9051.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Grounds Maintenance,8432.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Fire and Security Equipment,711.86,Subcontract
Australia,Ringwood,"-37.814262,145.227386",FM management & administration,23039.00,Self Delivery
Singapore,Keppel Bay Towers,"1.352083,103.819836",Grounds Maintenance,23039.00,Self Delivery
India,Baddi,"30.957826,76.791356",FM management & administration,707.90,Self Delivery
India,Baddi,"30.957826,76.791356",Fire and Security Equipment,691.05,Subcontract
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,26070.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Grounds Maintenance,17685.00,Self Delivery
Australia,State Sales Offices,"-37.814107,144.96328",Grounds Maintenance,17094.00,Self Delivery
Thailand,Lad Krabang,"13.722049,100.784157",Cleaning,659.20,Subcontract
Australia,Port Melbourne,"-37.836926,144.94455",Document Management,5515.00,Self Delivery
New Zealand,Dunedin,"-45.87876,170.502798",Grounds Maintenance,23855.00,Self Delivery
New Zealand,Avondale,"-36.894517,174.696524",Document Management,4044.00,Self Delivery
